Ojibwe	English	Speaker	Link
Ogii-odaapizwaan iniw odewe'iganan -- onzaam jiigayi'ii iwidi ogii-minjiminaan jiigishkodeng.	He shrunk his hand drum because he held it too close to the fire.	es	https://ojibwe.lib.umn.edu/main-entry/minjimin-vta
Wiiba noongom ani-gashkiidibikad. Miidog 'i zhigwa ani-ishpi-dagwaagig.	It's getting dark earlier know. It must getting into fall now.	nj	https://ojibwe.lib.umn.edu/main-entry/gashkiidibikad-vii
Mii idi neyaashiing wenjiwijiged imaa bemiwidood ini jiimaanan.	The one going by hauling the boats took them from the point.	es	https://ojibwe.lib.umn.edu/main-entry/onjiwijige-vai
Gii'-nookijiishkaani gaa-ditibisenig odaabaaning, mii iwe gaa-onji-bezikaad.	He had a flat tire so that's why he got here late.	nj	https://ojibwe.lib.umn.edu/main-entry/nookijiishkaa-vai
Anaamidaabaaning zhegoshin nanaa'idaabaaned.	He's lying in under the car fixing it.	es	https://ojibwe.lib.umn.edu/main-entry/zhegoshin-vai
Dibikong nimaamaa gii-pi-zhegoshing ninibewining.	Last night my mother squeezed into bed with me.	nj	https://ojibwe.lib.umn.edu/main-entry/zhegoshin-vai
Ishkwe-minis iwidi giga-ozhigemin, giga-izhi-gabeshimin.	We'll make camp over there at the end of the island, we'll camp there.	nj	https://ojibwe.lib.umn.edu/main-entry/ishkwe-minis-adv-loc
Godigoshin imaa odinimaanganaang.	He's got a sprain in his shoulder.	es	https://ojibwe.lib.umn.edu/main-entry/godigoshin-vai
Gichi-waawaashkeshiwan ogii-mikonizhikawaan.	He chased the big buck down.	nj	https://ojibwe.lib.umn.edu/main-entry/mikonizhikaw-vta
Minisinadaawangaang danaamiwag giigoonyag.	Fish spawn on sand bars.	nj	https://ojibwe.lib.umn.edu/main-entry/minisinadaawangaa-vii
Mii ji-bwaanawi'ad ji-gichiwinadiban. Ojaanimendam wii-azhegiiwed iwidi gaa-pi-onji-bazigwiid gaa-izhiwebadinig.	You won't be able to hold him back. He wants to go back where he came from because something happened over there.	es	https://ojibwe.lib.umn.edu/main-entry/ojaanimendam-vai2
Aaniin enaanimak.	How is the wind?	nj	https://ojibwe.lib.umn.edu/main-entry/inaanimad-vii
Ganabaj wiiba da-bwaanawi'o nimishoomis. Mashkikiiwininiwan odigoon okanaapined.	I think my grandfather won't be able (to walk) soon. The doctor told him he has arthritis.	nj	https://ojibwe.lib.umn.edu/main-entry/okanaapine-vai
Aaniin ekwaabiigakin gimakizineyaabiin.	How long are your shoelaces?	nj	https://ojibwe.lib.umn.edu/main-entry/akwaabiigad-vii
Diba'iganaaakoons aabajitoon wii-kikendaman ekwaabiigak.	Use a ruler to find out how long it is.	nj	https://ojibwe.lib.umn.edu/main-entry/akwaabiigad-vii
Mii 'iwe zhigwa bapangishinowaad igiweg mishiiminag.	The apples are falling now.	es	https://ojibwe.lib.umn.edu/main-entry/bapangishin-vai
Opime-aya'ii waakaa'iganing atewan iniwen misan.	The firewood is on the side of the house.	rg	https://ojibwe.lib.umn.edu/main-entry/opime-aya-ii-adv-loc
Nigashkiwinaag ogow asabiig...  aanawi.	I'm able to carry these nets.. even though.	es	https://ojibwe.lib.umn.edu/main-entry/gashkiwizh-vta
Onzaam ginwaabikad iwe gaandakii'igan miinawaa onzaam gozigwan.	That (metal) pushpole is too long and too heavy.	es	https://ojibwe.lib.umn.edu/main-entry/ginwaabikad-vii
Awenen wejiimaanid.	Who's got a boat?	es	https://ojibwe.lib.umn.edu/main-entry/ojiimaani-vai
Ambe anda-bapasikawedaa.	Come on, let's go play soccer.	nj	https://ojibwe.lib.umn.edu/main-entry/bapasikawe-vai
Giishpin minjimaakwiisiwan, giga-bishigwaakwii.	If you don't hang on tight, you'll lose your grip and fall off.	nj	https://ojibwe.lib.umn.edu/main-entry/minjimaakwii-vai
Ogidaagonag izhi-asham bineshiinyensag.	Put the bird feed on top of the snow. (= Feed the small birds on top of the snow.)	nj	https://ojibwe.lib.umn.edu/main-entry/ogidaagonag-adv-loc
Ogidaagonag iko ingii-odaminomin.	We used to play on the snow.	gh	https://ojibwe.lib.umn.edu/main-entry/ogidaagonag-adv-loc
Mii go bijiinag gii-mamayaawiiwaad midaaso-diba'iganeg zhebaa.	They finally started moving around and waking up around ten o'clock this morning.	es	https://ojibwe.lib.umn.edu/main-entry/midaaso-diba-igane-vii
Boodaashkaa waawaashkeshi; onzaam gabeyi'ii agoojin mitigong.	The deer is bloated because it been hanging too long on the tree.	nj	https://ojibwe.lib.umn.edu/main-entry/agoojin-vai
Aaniish minik imaa egoojinowaad.	How many are hanging there?	es	https://ojibwe.lib.umn.edu/main-entry/agoojin-vai
Mii zhigwa wayiiba ji-giizhiged awe waakaa'iged.	The builder is now completing the house.	es	https://ojibwe.lib.umn.edu/main-entry/giizhige-vai
Jiigishkwaand namadabin.	Sit down by the door.	nj	https://ojibwe.lib.umn.edu/main-entry/jiigishkwaand-adv-loc
Bemijigamaag ningii-izhaamin. Ningii-naajimiijimemin. Gabe-giizhik ningii-ondendimin.	We went to Bemidji. We went after some groceries. We were gone all day.	rg	https://ojibwe.lib.umn.edu/main-entry/gabe-giizhik-adv-tmp
Gichi-noodin wenji-gichi-wewebaasing i'iw okikiwe'on.	The wind is blowing hard. That's why that flag is fluttering.	es	https://ojibwe.lib.umn.edu/main-entry/wewebaasin-vii
Gii-wewebaasin iwe ogikiwe'on.	The flag was flapping in the wind.	es	https://ojibwe.lib.umn.edu/main-entry/wewebaasin-vii
Indaashaayok. Boozig omaa.	All of you, come here and get in.	es	https://ojibwe.lib.umn.edu/main-entry/boozi-vai
Niwii-pooz imaa biinjidaabaan.	I'll get in the car.	es	https://ojibwe.lib.umn.edu/main-entry/boozi-vai
Ogii-kiboobidoon iw ogashkibidaagan jibwaa-boozid imaa ishkodewidaabaaning.	He zipped up his bag before he boarded the train.	es	https://ojibwe.lib.umn.edu/main-entry/boozi-vai
Bebesho badakidewan iniw wiigiwaaman.	The wigwams stand close to each other.	es	https://ojibwe.lib.umn.edu/main-entry/bebesho-adv-loc
Gaa-izhi-miigaadiwaad igiw niizh abinoojiinyag, mii dash awe gikinoo'amaagewikwe ogii-kaganoonaan.	The two kids were fighting and so then the teacher was talking to them.	rg	https://ojibwe.lib.umn.edu/main-entry/gikinoo-amaagewikwe-na
Ingii-wii-anokiimin iwidi St. Paul gii-pi-angizod awe aabita-niibino-giizis.	We went to work in St. Paul last month in July.	es	https://ojibwe.lib.umn.edu/main-entry/aabita-niibino-giizis-na
Nindaanis ningii-pi-ashamig odishkwanjiganiwaa.	My daughter brought me their leftovers to eat.	nj	https://ojibwe.lib.umn.edu/main-entry/ishkwanjigan-ni
Gidaa-ashamaa giday gidishkwanjigan.	You can feed your dog your leftovers.	nj	https://ojibwe.lib.umn.edu/main-entry/ishkwanjigan-ni
Ginwaabiigigwe waabizii.	A swan has a long neck.	gj	https://ojibwe.lib.umn.edu/main-entry/waabizii-na
Zhigwa bagakinaagwad mii 'i gaa-ishkwaa-awang.	It's clear now since the fog has lifted.	nj	https://ojibwe.lib.umn.edu/main-entry/awan-vii
Nitaa-ojibwemowag igi abinoojiinyag gekinoo'amawindwaa iwidi Waadookodaading.	The children who go to school at Waadookodaading know how to speak Ojibwe.	rg	https://ojibwe.lib.umn.edu/main-entry/ojibwemo-vai
Ojibwemo noongom awe gaa-waabamag zhaaganaashiiwanishinaabe.	That Canadian Indian I saw today speaks Ojibwe,	es	https://ojibwe.lib.umn.edu/main-entry/ojibwemo-vai
Gidaa-gii-pina'ige jibwaa-bagamibiisaang.	You should take your laundry down before the rain gets here.	nj	https://ojibwe.lib.umn.edu/main-entry/bina-ige-vai
Giishpin gashkitooyan, gidaa-ojibwewibii'ige ji-wiindamaageyin aaniin apii ge-zagaswe'idiing.	If you can, write it in Ojibwe announcing when the meeting will take place.	es	https://ojibwe.lib.umn.edu/main-entry/wiindamaage-vai
Wegonen apane wenji-nishkaaji-giigidod gidede.	Why does your dad always speak so angrily?	nj	https://ojibwe.lib.umn.edu/main-entry/nishkaaji-pv-lex
Ingii-nishki'ig gaa-onji-gichi-basiingwe'wag.	He got me mad so that's why I slapped him hard.	es	https://ojibwe.lib.umn.edu/main-entry/basiingwe-vta
Giishpin odaminwaagesiwan bikwaakwad, da-ani-nookijiishkaa.	If you don't play with a ball, it will get soft.	nj	https://ojibwe.lib.umn.edu/main-entry/odaminwaagen-vai-o
Waabiganikaadeni onik.	His arm is in a cast.	es	https://ojibwe.lib.umn.edu/main-entry/waabiganikaade-vii
Bijiinag miinawaa ani-ziigwang gii-saagibagaag ji-mazhii'igewaad igiweg anokiiwininiwag.	Next spring when there is foliage that's when the work crew will start clearing and brushing.	es	https://ojibwe.lib.umn.edu/main-entry/zaagibagaa-vii
Nimayaawibani' jibwaa-waabamigooyaan.	I jumped up and straightened myself out before anybody saw me.	nj	https://ojibwe.lib.umn.edu/main-entry/mayaawibani-o-vai
Zhiishiibag bimaadagaawag.	Some ducks are swimming by.	rg	https://ojibwe.lib.umn.edu/main-entry/zhiishiib-na
Noondese maada'ookiiwin.	The distribution is short.	es	https://ojibwe.lib.umn.edu/main-entry/noondese-vii
Gidaa-biidoonan niizh apabiwinan. Noondesewan.	Can you bring two chairs? They ran out.	rg	https://ojibwe.lib.umn.edu/main-entry/noondese-vii
Akawe wii'-apatoo adaawewigamigong. Noondese doodooshaaboo.	She's going to take a run to the store first. The milk has run out.	nj	https://ojibwe.lib.umn.edu/main-entry/noondese-vii
Mii iniw gaa-nisigod wadowan.	The bloodclot killed him.	es	https://ojibwe.lib.umn.edu/main-entry/wadow-na
Gichi-apiitendaagozi awe wemitigoozhiiwasimoons waa-adaaweyin.	The French poodle you want to buy is very valuable.	es	https://ojibwe.lib.umn.edu/main-entry/gichi-apiitendaagozi-vai
Aaniin epiitagoodooyan gima'iingani-nagwaaganan.	How high do you put your wolf snares?	nj	https://ojibwe.lib.umn.edu/main-entry/ma-iingani-nagwaagan-ni
Ogii-mikomaan iniw ogete-wiiwan.	He talked about his ex-wife.	es	https://ojibwe.lib.umn.edu/main-entry/gete-pv-lex
Gete-anishinaabeg wiidoopandiwag.	The elders are eating together.	rg	https://ojibwe.lib.umn.edu/main-entry/gete-pv-lex
Andodamaageshki gaa-nakweshkawag ikwe bijiinaago.	The woman I met yesterday likes to beg.	es	https://ojibwe.lib.umn.edu/main-entry/andodamaageshki-vai
Niwiidanokiimaagan dakoonagiziwan odoodaabaanan.	My coworker has a short car.	nj	https://ojibwe.lib.umn.edu/main-entry/dakoonagizi-vai
Memeshkwad gii-kaakaadoowag ogow gaa-makizinataagewaad.	The moccasin game players took turns doing the hiding.	es	https://ojibwe.lib.umn.edu/main-entry/makizinataage-vai
Gii-ombwebidewan ini mitigoonsan gii-pingwa'ogooyaang gii-megwaa-makizinataageyaang.	The markers went flying up when they were thrown at us in the moccasin game.	es	https://ojibwe.lib.umn.edu/main-entry/makizinataage-vai
Ozhiitaawag igiw mewine'igewaad. Mii azhigwa makadekewaad.	The war party is getting ready. They're starting to paint their faces black.	es	https://ojibwe.lib.umn.edu/main-entry/azhigwa-adv-tmp
Azhigwa ngiikiibingwash.	Now I'm getting sleepy.	lw	https://ojibwe.lib.umn.edu/main-entry/azhigwa-adv-tmp
Mii go bijiinag noongom gigizhebaawiiyaan owe giziibiigisaginigewi-giizhigak.	This Saturday I got up early.	es	https://ojibwe.lib.umn.edu/main-entry/giziibiigisaginigewi-giizhigad-vii
Indaga o-baapaawa'an iwe apishimon.	Please go brush off that mattress.	es	https://ojibwe.lib.umn.edu/main-entry/baapaawa-an-vti
Mazinigwaasowag igi ikwewag.	The women are doing embroidery.	rg	https://ojibwe.lib.umn.edu/main-entry/mazinigwaaso-vai
Wewebizowag igi abinoonjiiyag imaa wewebizoning.	The children are swinging on the swing.	es	https://ojibwe.lib.umn.edu/main-entry/wewebizo-vai
Ningii-pishigonaa a' zhooniyaans imaa mitaamik.	I dropped a coin down onto the bottom (of the well).	nj	https://ojibwe.lib.umn.edu/main-entry/bishigon-vta
Mii go 'iw gegaa baasi-biigoshkaayaan mii eta go aabitawaabik eyaawag.	I'm almost half broke. All I've got is fifty cents.	es	https://ojibwe.lib.umn.edu/main-entry/biigoshkaa-vai
Aaniin epiitendaagwak gidikidowin.	What is the value of your word? = Are you lying?	nj	https://ojibwe.lib.umn.edu/main-entry/ikidowin-ni
Gii-miinigoowizi gakina gegoo ji-nisidotang ikidowinan.	He is gifted with the ability to comprehend all the words.	es	https://ojibwe.lib.umn.edu/main-entry/ikidowin-ni
Ominosidoon odikidowin.	She spoke her speech perfectly.	nj	https://ojibwe.lib.umn.edu/main-entry/ikidowin-ni
Anaamaabik ogii-izhi-gaanaan ozhooniyaaman.	He hid his money under a rock.	es	https://ojibwe.lib.umn.edu/main-entry/gaazh-vta
Ogii-taangishimaan bebezhig gii-asaad iniw wezaawiminagizinid.	He put the oranges one-by-one so they touched each other [in a line].	es	https://ojibwe.lib.umn.edu/main-entry/daangishim-vta
Nindooshki-aanikoobijiganens jiikinaagozi; mamaanganowe. Gezhibaayaaniwanook izhinikaazo.	My latest great-grandchild is so cute; she's got chubby cheeks. Her name is Gezhibaayaaniwanook.	nj	https://ojibwe.lib.umn.edu/main-entry/mamaanganowe-vai
Bijiinag apii ninga-nakwetawaa.	I'll answer her later.	rg	https://ojibwe.lib.umn.edu/main-entry/bijiinag-adv-tmp
Mii 'iw bijiinag gii-nanaa'endang gaa-oko-gwayakobii'igaadenig obiindigajigan.	He was satisfied after they completely rewrote his resolution.	es	https://ojibwe.lib.umn.edu/main-entry/bijiinag-adv-tmp
Bijiinag goziikang.	Let's move later.	es	https://ojibwe.lib.umn.edu/main-entry/bijiinag-adv-tmp
Mii 'iw bijiinag gii-pazigwiiwaad gaa-kidaanawewaad igiw abinoonjiiyag.	Those children didn't get up from the table until they ate everything up.	es	https://ojibwe.lib.umn.edu/main-entry/bijiinag-adv-tmp
Bijiinag ninga-gikendaan ge-izhitooyaan.	I'll know how to do it later.	nj	https://ojibwe.lib.umn.edu/main-entry/bijiinag-adv-tmp
Ishkwaabiisaag, bijiinag giga-niminaawa'omin.	When the rain is over, we'll go out on the lake.	es	https://ojibwe.lib.umn.edu/main-entry/bijiinag-adv-tmp
Dawisin i'iw odaabaaniiwigamig.	The garage has room.	es	https://ojibwe.lib.umn.edu/main-entry/odaabaaniiwigamig-ni
Gegaa ningii-pisikawaa makwa gii-bimi-aazhawa'adood.	I almost hit the bear as it was crossing the road.	nj	https://ojibwe.lib.umn.edu/main-entry/bisikaw-vta
Onzaam gipagiigad iwe babagiwayaaniigin gaa-piidooyin.	The fabric you brought is too thick.	es	https://ojibwe.lib.umn.edu/main-entry/gipagiigad-vii
Niwaabowayaan aapiji gipagiigad. Gaawiin gegoo biitoowaabowayaan nindaabajitoosiin.	My blanket is very thick. I don't use any kind of cover under it.	nj	https://ojibwe.lib.umn.edu/main-entry/gipagiigad-vii
Bezhigwanong dazhibatoo.	He's running in place	es	https://ojibwe.lib.umn.edu/main-entry/bezhigwanong-adv-loc
Aaniin dash wenji-mawiyan.	Why are you crying?	es	https://ojibwe.lib.umn.edu/main-entry/mawi-vai
Wegonen wenji-mawiyan.	Why are you crying?	nj	https://ojibwe.lib.umn.edu/main-entry/mawi-vai
Indaga na'isidoon ginibaaganim.	Please straighten up your bed.	es	https://ojibwe.lib.umn.edu/main-entry/na-isidoon-vti2
Niwii-na'isidoon i'iw nibaagan.	I'm going to make the bed.	rg	https://ojibwe.lib.umn.edu/main-entry/na-isidoon-vti2
Ningwaagonenan moozonagizh gaa-gii'-ondaabasaman.	Put the moose sausage you smoked in the snow (to cool it).	nj	https://ojibwe.lib.umn.edu/main-entry/moozonagizh-ni
Ningii-pawaanigoo ji-gigishkamaan zhiibaashka'igani-magoodaas.	Someone had a dream for me to wear a jingle dress.	nj	https://ojibwe.lib.umn.edu/main-entry/zhiibaashka-igani-magoodaas-ni
Awasajiw izhijiwan 'i ziibiins.	The stream flows to the other side of the hill.	es	https://ojibwe.lib.umn.edu/main-entry/awasajiw-adv-loc
Awasajiw daa.	She lives over the hill	nj	https://ojibwe.lib.umn.edu/main-entry/awasajiw-adv-loc
Oowa na' gichi-mamaanitam awe anishinaabewish.	Oh, my, that old Indian doesn't understand anything right.	es	https://ojibwe.lib.umn.edu/main-entry/oowaa-pc-disc
Enigok gaandanaamo ikwe wewiib ji-nitaawiginaawasod.	A woman pushes hard for a quick childbirth.	nj	https://ojibwe.lib.umn.edu/main-entry/gaandanaamo-vai
Zhaagwenimo ji-gagwedwed ji-anokii'ind.	S/he is reluctant to ask for a job.	nj	https://ojibwe.lib.umn.edu/main-entry/zhaagwenimo-vai
Niwii-gitige ziigwang.	I'm going to plant this spring.	es	https://ojibwe.lib.umn.edu/main-entry/gitige-vai
Gaye giinawaa o'omaa gitigeg.	You people too, plant your garden here.	es	https://ojibwe.lib.umn.edu/main-entry/gitige-vai
Aaniin dash apii waa'-maajii-gitigeyan.	When are you going to start putting your garden in?	nj	https://ojibwe.lib.umn.edu/main-entry/gitige-vai
NImbaapi'idiz gii-waabandamaan biimaakwa'owaan.	I laughed at myself when I noticed I buttoned myself up crooked.	nj	https://ojibwe.lib.umn.edu/main-entry/biimaakwa-o-vai
Giishpin gikendanziwan, gidaa-gagwejimaa gisayenh.	If you don't know, ask your brother.	rg	https://ojibwe.lib.umn.edu/main-entry/gagwejim-vta
Ningii-kagwejimaa nimaamaa aaniin apii ge-bagamibideg i'iw booziwe-odaabaan.	I asked my mother when the bus would arrive.	rg	https://ojibwe.lib.umn.edu/main-entry/gagwejim-vta
Angashkomaa akawe ninga-gagwejimaa.	Let me ask him first.	nj	https://ojibwe.lib.umn.edu/main-entry/gagwejim-vta
Ogii-maajinizhikawaan iniw bemibatoonid omaa.	He started chasing that person running by here.	es	https://ojibwe.lib.umn.edu/main-entry/maajinizhikaw-vta
Eniwek sa go naa ingii-pi-dibaabamig.	At least he came and checked on me.	gh	https://ojibwe.lib.umn.edu/main-entry/dibaabam-vta
Odibaabamaan minik eyaawaad zhooniyaan.	She's checking how much money she has.	nj	https://ojibwe.lib.umn.edu/main-entry/dibaabam-vta
Gabe-onaagosh inganawaabandaan mezinaateseg.	I watch television all evening.	gh	https://ojibwe.lib.umn.edu/main-entry/gabe-onaagosh-adv-tmp
Gichi-michaakozi awe wenda-zhingwaak bedakizod.	That Norway pine standing there is real big.	es	https://ojibwe.lib.umn.edu/main-entry/michaakozi-vai
Ningii-onzwaag mandaaminag.	I boiled some corn.	rg	https://ojibwe.lib.umn.edu/main-entry/mandaamin-na
Aazha apane gii'-awasewa'o.	He paddled around the bend already	nj	https://ojibwe.lib.umn.edu/main-entry/awasewa-o-vai
Giishpin minogid ningitigaani-mitig, giga-ondaazhindenaanaan.	If the (ornamental) tree grows well, we will get boughs out of it.	nj	https://ojibwe.lib.umn.edu/main-entry/minogi-vai
Gichi-agaaming ningii-pi-ondaandawe.	I walked here across the the bridge from International Falls.	nj	https://ojibwe.lib.umn.edu/main-entry/ondaandawe-vai
Ninaanoondaagomo'aa misawendamaan wii-kaganoonag. "Ambe omaa," indinaa.	I honk the horn at him wanting to talk to him. "Come here," I say to him.	nj	https://ojibwe.lib.umn.edu/main-entry/naanoondaagomo-vta
Aaniin enagindaman manoomin ningo-dibaabiishkoojigan.	How much do you charge for a pound of wild rice?	nj	https://ojibwe.lib.umn.edu/main-entry/ningo-dibaabiishkoojigan-adv-num
Agaawaa nin gii-kashkinaa ningozis gii-piibiiyensiwid.	I could barely lift my son when he was a little baby.	rg	https://ojibwe.lib.umn.edu/main-entry/agaawaa-adv-deg
Agaawaa ate ziinzibaakwad.	There is only a little bit of sugar.	es	https://ojibwe.lib.umn.edu/main-entry/agaawaa-adv-deg
Agaawaa gii-te-mizhagaa; gegaa gii-kibozigwaji.	He barely made it to shore before he got frozen in (with the canoe).	nj	https://ojibwe.lib.umn.edu/main-entry/agaawaa-adv-deg
Ngii-waabamaag naanan bakidaabiigishinowaad igiweg zhiishiigwaag imaa michikanaakobijiganing.	I saw five rattlesnakes draped over a fence.	es	https://ojibwe.lib.umn.edu/main-entry/bakidaabiigishin-vai
Minopogozi a'aw adikameg gibozond.	The whitefish tastes good when it is oven-baked.	es	https://ojibwe.lib.umn.edu/main-entry/minopogozi-vai
Minopogoziwag igiw miskominag.	Those raspberries taste good.	es	https://ojibwe.lib.umn.edu/main-entry/minopogozi-vai
O'owe gidaa-inaaginaa.	You can bend it like this. (motioning, of a drum or snowshoe)	es	https://ojibwe.lib.umn.edu/main-entry/inaagin-vta
Ningii-paninaa zhigaagominzh. Anaami-gizhaabikizigan gii-izhi-ditibibizo.	I dropped an onion. It rolled under the stove.	nj	https://ojibwe.lib.umn.edu/main-entry/ditibibizo-vai
Gego wiikaa anooj-igo doodawaaken asemaa.	Don’t ever abuse tobacco.	nj	https://ojibwe.lib.umn.edu/main-entry/gego-wiikaa-adv-tmp
Gego wiikaa gegoo inaaken a'aw inini.	Don't ever say anything to that man.	gh	https://ojibwe.lib.umn.edu/main-entry/gego-wiikaa-adv-tmp
Abaabikizwi zhooshkwa'igan	Heat up the iron.	nj	https://ojibwe.lib.umn.edu/main-entry/abaabikiz-vta
Gisinaamagad agwajiing. Gii-izhaayaan, niwiisagigonewe.	It's cold outisde. When I went out, my throat hurt me.	rg	https://ojibwe.lib.umn.edu/main-entry/wiisagigonewe-vai
Gigii'-mooshkinatoon na gimisad.	Did you fill your belly?	nj	https://ojibwe.lib.umn.edu/main-entry/mooshkinatoon-vti2
Ningii'-mooshkinatoon niin ninjiimaan gii-naawakweg.	I filled my canoe at noon.	nj	https://ojibwe.lib.umn.edu/main-entry/mooshkinatoon-vti2
Bangii eta go niwiisin.	I ate only a little bit.	rg	https://ojibwe.lib.umn.edu/main-entry/wiisini-vai
Endaso-anama'e-giizhigak ko nindawi-wiisinimin iwidi Famous Dave's.	Every week we go eat at Famous Dave's.	rg	https://ojibwe.lib.umn.edu/main-entry/wiisini-vai
Bi-agwaayaandawe gaa-gii-kabaad gaa-bimisemagadinig.	The one that got off the plane is walking towards us on the dock.	nj	https://ojibwe.lib.umn.edu/main-entry/agwaayaandawe-vai
Babiiwizhiinyiwag igiw makoonsag gaa-waabamagwaa.	The bear cubs I saw were tiny.	es	https://ojibwe.lib.umn.edu/main-entry/babiiwizhiinyiwag-vai
Ogii-naabaakosidoon i'iw waagaakwadosh.	He put a new handle on that old ax.	es	https://ojibwe.lib.umn.edu/main-entry/waagaakwad-ni
Eshkan indawaaj aabajitoodaa. Ingoji apagidoon 'i waagaakwad.	Let's use an ice chisel instead. Toss the axe somewhere.	es	https://ojibwe.lib.umn.edu/main-entry/waagaakwad-ni
Nimaamaa ogii-andawaabamaan iniw wiigobaatigoon. Miish imaa gii-ozhitood iniwen negwaakwaanan. Ayi'ii ogii-aabajitoon iw waagaakwadoons.	My mother went looking for basswood trees. That's where she made those taps. She used a hatchet.	rg	https://ojibwe.lib.umn.edu/main-entry/waagaakwad-ni
Waagaakwad aabadad gii-dwaa'igeng, maagizhaa gaye eshkan.	An ax is used when you chop a hole in the ice, or maybe a chisel.	nj	https://ojibwe.lib.umn.edu/main-entry/waagaakwad-ni
Atoon imaa nabagisagong.	Put it on the board.	es	https://ojibwe.lib.umn.edu/main-entry/nabagisag-na
Aandi epa'igod.	Where is s/he riding to?	nj	https://ojibwe.lib.umn.edu/main-entry/ipag-igo-vai
Naanan ogii-piniweba'waa' binewa' gii-baashkizwaad. Zhiishiibanwii-baashkizigan ogii'-aabajitoon.	He got five partridges down when he shot. He used a shotgun.	nj	https://ojibwe.lib.umn.edu/main-entry/biniweba-wi-vta
Odaabajitoonaawaa mekadewaabiigad biiminakwaanens.	They're using the black string.	es	https://ojibwe.lib.umn.edu/main-entry/makadewaabiigad-vii
Gii-teba'oozo na asabaabis imaa gizhaaboniganing.	Did the thread fit into your needle?	nj	https://ojibwe.lib.umn.edu/main-entry/asabaabis-na
Asabaabisan owii'-adaawenan.	She wants to buy some thread.	nj	https://ojibwe.lib.umn.edu/main-entry/asabaabis-na
Bakam asabaabisens.	Bite off the thread.	nj	https://ojibwe.lib.umn.edu/main-entry/asabaabis-na
Aandi ezhinizha'igaadeg.	Where are they sending it?	es	https://ojibwe.lib.umn.edu/main-entry/izhinizha-igaade-vii
Noomag igo ningii'-naanaagaji'aa enanjiged.	I monitored her diet for a while.	nj	https://ojibwe.lib.umn.edu/main-entry/naanaagaji-vta
Naanaagaji' asin ji-ozhaashaabikizid jibwaa-gabaayan.	Make sure if the rock is slippery or not before you get off (the canoe).	nj	https://ojibwe.lib.umn.edu/main-entry/naanaagaji-vta
Gii-ishpi-dagwaagig manoominikaa.	in the late fall, there's wild rice.	nj	https://ojibwe.lib.umn.edu/main-entry/ishpi-dagwaagin-vii
Aandi ezhaad.	Where is she going?	es	https://ojibwe.lib.umn.edu/main-entry/aandi-adv-inter
Aandi wendamog?	Where does it lead from?	es	https://ojibwe.lib.umn.edu/main-entry/aandi-adv-inter
Aandi dash gaa'-onji-noondaman i'iwe.	Where did you hear that from?	nj	https://ojibwe.lib.umn.edu/main-entry/aandi-adv-inter
Aandi wendaanimak.	Where's the wind coming from?	es	https://ojibwe.lib.umn.edu/main-entry/aandi-adv-inter
Ningikendaan aandi gaa'-atooyan.	I know where you put it.	nj	https://ojibwe.lib.umn.edu/main-entry/aandi-adv-inter
Aandi enaagoned.	Where is he going to through the snow?	es	https://ojibwe.lib.umn.edu/main-entry/aandi-adv-inter
Ogii-piimaabika'oodoon zagaabiiginigan gaa-gii'-onji-gashki'od bizhiw.	It twisted the wire on the trap; that's how the lynx got away.	nj	https://ojibwe.lib.umn.edu/main-entry/gashki-o-vai
Gii-mamaanjigobinag nindayens booch igo gii-kashki'o.	When I tied up my puppy, he got loose anyway.	rg	https://ojibwe.lib.umn.edu/main-entry/gashki-o-vai
Odoozhiitaa'aan odaanisan waasa waa-tazhi-gikinoo'amawimind.	She's getting her daughter ready to go far way to school.	nj	https://ojibwe.lib.umn.edu/main-entry/ozhiitaa-vta
Ozhiitaa'aa' waa'-ando-wanii'igenid.	She's getting them ready to go trapping.	nj	https://ojibwe.lib.umn.edu/main-entry/ozhiitaa-vta
Bigwadakamig gidaa-izhiwidoonan ogigishkiganan gaa-gii'-maajaad.	Take the deceased's clothes into the wilderness.	nj	https://ojibwe.lib.umn.edu/main-entry/bigwadakamig-adv-loc
Gichi-waasa bimi-debinaagod iwe jiimaan bemi-ayaamagak.	That boat that's going by is a long ways out.	es	https://ojibwe.lib.umn.edu/main-entry/waasa-adv-loc
Waasa onzaabi.	He's watching from way over there.	lw	https://ojibwe.lib.umn.edu/main-entry/waasa-adv-loc
Waasa gii-ina'adoo.	He walked far.	gh	https://ojibwe.lib.umn.edu/main-entry/waasa-adv-loc
Animaasin 'i gimiwanaanakwad omaa gaa-pimi-ayaamagak.	That rain cloud that passed through here is blowing away.	es	https://ojibwe.lib.umn.edu/main-entry/animaasin-vii
Agawaateyaabikaang izhi-agoke aasaakamig. Mii 'imaa wenji-gikendaman aandi nake giiwedinong.	Moss grows on the shady side of rock. That's where you can learn which way is north.	nj	https://ojibwe.lib.umn.edu/main-entry/aasaakamig-ni
Bangii eta go ningii-tagonaan i'iw omb.. ombisijigan gii-bakwezhiganikeyaan.	I only put in a little baking powder when I made bread.	rg	https://ojibwe.lib.umn.edu/main-entry/ombisijigan-ni
Ginigawinan ombisijigan wii-pakwezhiganikeyan.	Mix in baking powder when you  are going to make bannock.	nj	https://ojibwe.lib.umn.edu/main-entry/ombisijigan-ni
